GeneID	HHCCZ	HHCCW	HHCCX	HHCCY	HHCGA	HHCGB	HHCGG	HHCGH	HHCGN	HHCGO	HHCGP	HHCGT	HHCGU	HHCGW	HHCGX	HHCGY	HHCGC	HHCGS
jgi.p|Neosp1|707603	67	58	24	50	46	40	12	46	24	30	38	94	69	95	71	37	233	145
jgi.p|Neosp1|707606	7	9	2	2	20	12	2	3	2	1	1	5	6	7	2	0	12	13
jgi.p|Neosp1|707609	123	305	114	251	91	167	25	102	51	54	85	159	142	130	84	164	236	226
jgi.p|Neosp1|707615	1	6	0	3	0	2	4	19	13	12	12	1	63	36	15	1	5	10
jgi.p|Neosp1|707620	10	19	10	32	3	7	2	10	9	3	3	14	7	7	4	5	6	9
jgi.p|Neosp1|707624	222	422	277	370	504	697	227	686	248	459	354	320	345	518	547	247	243	307
jgi.p|Neosp1|707634	60	106	67	88	53	77	25	104	29	56	60	59	103	82	53	33	137	304
jgi.p|Neosp1|707648	8	66	29	47	31	39	22	59	23	30	36	36	55	48	51	36	3	1
jgi.p|Neosp1|707650	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	3	3
jgi.p|Neosp1|707651	1	71	15	44	6	3	1	0	0	1	1	19	2	2	0	0	10	19
jgi.p|Neosp1|707653	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	54	78
jgi.p|Neosp1|707654	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	12	20
jgi.p|Neosp1|707655	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	22	33
jgi.p|Neosp1|707656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
jgi.p|Neosp1|707657	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3
jgi.p|Neosp1|707658	38	20	22	36	83	139	18	28	16	46	31	17	48	47	53	15	21	16
jgi.p|Neosp1|707662	1	91	52	92	19	29	14	45	12	21	20	43	33	34	28	40	34	107
jgi.p|Neosp1|707666	92	245	67	186	153	200	60	205	74	138	105	111	169	156	190	107	46	35
jgi.p|Neosp1|707674	2	137	64	146	8	14	18	69	39	69	35	81	226	115	97	59	1	1
jgi.p|Neosp1|707682	10	44	21	52	33	71	20	46	20	32	19	14	65	77	43	60	11	46
jgi.p|Neosp1|707695	7258	14123	8230	10917	10327	11981	3967	12888	4775	8298	8129	3968	12212	11931	8963	9032	13654	14767
jgi.p|Neosp1|707704	0	3	2	2	1	2	1	5	2	4	2	8	10	10	2	0	0	2
jgi.p|Neosp1|707709	13	52	30	37	41	57	19	97	37	62	40	37	69	50	49	23	13	3
jgi.p|Neosp1|707715	16	139	84	129	33	47	10	39	18	28	19	27	36	38	38	33	22	49
jgi.p|Neosp1|707717	138	142	81	162	317	436	73	308	104	192	184	106	171	218	284	106	186	100
jgi.p|Neosp1|707718	962	1781	917	1434	2173	3616	1047	3618	1292	2143	2161	659	2295	2520	2194	1449	960	291
jgi.p|Neosp1|707719	1847	2404	1329	1812	3288	5456	1569	4718	1817	2952	2798	787	2550	3169	3001	1918	1453	539
jgi.p|Neosp1|707723	227	277	170	224	187	256	46	63	26	150	86	25	47	148	84	41	465	230
jgi.p|Neosp1|707726	225	2326	862	1376	497	982	305	928	356	656	600	812	1177	939	697	674	192	114
jgi.p|Neosp1|707727	59	98	47	64	96	103	14	65	33	55	44	21	106	77	97	49	82	102
jgi.p|Neosp1|707728	2251	2655	1810	2325	3464	2778	1370	4367	1625	2794	2781	1470	1401	2895	4574	1478	1652	491
jgi.p|Neosp1|707736	769	1056	707	808	1254	1287	490	1427	516	1025	827	712	609	1037	1204	559	610	214
jgi.p|Neosp1|707756	1	37	5	32	1	12	25	85	44	95	41	38	226	97	49	11	14	35
jgi.p|Neosp1|707758	431	1128	1281	1414	1547	2099	1533	4304	1509	2873	2503	1109	1193	2712	3712	1533	513	200
jgi.p|Neosp1|707761	474	403	258	353	616	820	225	442	236	569	394	326	487	686	480	394	264	237
jgi.p|Neosp1|707763	1	0	1	3	0	3	0	3	2	1	1	1	10	3	2	2	1	1
jgi.p|Neosp1|707764	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|707765	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|707770	0	1	3	4	3	0	1	1	2	3	0	12	2	0	1	0	0	0
jgi.p|Neosp1|707772	41	87	48	77	83	88	24	117	34	57	72	73	48	91	70	58	39	5
jgi.p|Neosp1|707773	4	158	69	132	14	18	7	21	17	10	17	28	50	25	23	38	5	3
jgi.p|Neosp1|707775	440	214	97	126	134	238	99	519	193	204	330	213	500	338	252	83	4047	7581
jgi.p|Neosp1|707779	0	3	1	0	0	0	6	9	6	12	7	3	33	18	11	4	0	1
jgi.p|Neosp1|707783	73	81	58	78	98	122	18	87	38	56	53	46	45	83	68	35	10	11
jgi.p|Neosp1|707786	552	1790	1044	1494	987	1752	75	182	73	187	85	255	268	524	269	314	461	439
jgi.p|Neosp1|707787	567	1657	926	868	484	789	230	831	303	535	631	634	725	982	842	538	1529	1781
jgi.p|Neosp1|707788	1	10	1	8	4	6	33	109	39	91	52	29	236	77	62	22	2	0
jgi.p|Neosp1|707789	239	1903	743	1670	1195	1047	520	1673	629	996	780	1193	420	968	1071	449	321	443
jgi.p|Neosp1|707790	1	2	0	0	0	2	0	2	1	2	0	6	7	0	1	1	0	0
jgi.p|Neosp1|707791	867	1637	777	1560	1260	1268	698	2806	1168	1260	1719	2803	1143	1655	1665	671	1222	634
jgi.p|Neosp1|707793	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	1
jgi.p|Neosp1|707795	107	163	74	127	209	178	80	302	125	187	141	137	97	161	220	57	61	18
jgi.p|Neosp1|707800	19	64	45	80	120	133	73	226	120	147	115	50	197	147	169	122	16	10
jgi.p|Neosp1|707801	21	526	422	386	22	71	118	192	84	141	69	55	561	202	31	167	471	997
jgi.p|Neosp1|707802	56	1625	1186	1805	611	1349	638	1180	567	1366	668	284	2729	2476	974	1192	100	174
jgi.p|Neosp1|707803	82	2307	1509	2573	1015	1847	982	2223	1022	2363	1252	467	5246	4134	1730	2235	130	242
jgi.p|Neosp1|707804	222	3227	2026	3159	1192	2797	1098	2730	1144	2239	1555	607	4258	4058	1962	2089	406	421
jgi.p|Neosp1|707806	318	1053	773	1055	1253	1870	500	763	323	1083	404	148	1464	1641	859	625	81	123
jgi.p|Neosp1|707814	33	122	104	108	110	195	45	121	47	96	71	102	87	131	120	49	14	4
jgi.p|Neosp1|707815	25	146	118	163	133	139	30	136	63	97	70	101	76	102	123	67	39	35
jgi.p|Neosp1|707816	206	258	250	378	623	1082	384	1288	471	767	777	385	582	800	1029	353	225	156
jgi.p|Neosp1|707821	62	47	32	40	93	66	22	79	24	57	41	22	45	38	62	29	24	8
jgi.p|Neosp1|707822	2	12	3	5	0	2	9	43	21	32	11	26	125	37	42	6	3	5
jgi.p|Neosp1|707824	18	75	37	114	84	119	77	304	141	163	187	134	327	221	134	155	9	10
jgi.p|Neosp1|707825	119	31	50	59	297	523	155	592	229	370	356	189	272	382	563	83	145	78
jgi.p|Neosp1|707832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|707835	2	17	1	6	3	4	32	129	54	73	72	82	118	65	67	78	15	41
jgi.p|Neosp1|707840	0	3	9	5	11	20	23	101	28	78	47	67	85	95	45	49	4	2
jgi.p|Neosp1|707845	0	3	1	3	1	5	13	34	9	45	31	17	67	33	18	7	1	0
jgi.p|Neosp1|707846	1174	1326	1126	1668	2812	3881	1417	4635	1591	2905	2808	1082	1897	3228	3266	1185	779	339
jgi.p|Neosp1|707853	35	17	2	13	4	11	30	107	64	71	38	39	235	108	42	16	19	21
jgi.p|Neosp1|707855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|707856	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|707857	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|707861	371	212	169	278	846	1144	564	1552	575	1224	1008	111	450	694	864	260	93	44
jgi.p|Neosp1|707863	344	571	444	723	816	1043	293	925	392	580	491	373	600	784	1000	711	1299	2900
jgi.p|Neosp1|707866	26	218	104	178	69	136	27	98	41	58	38	57	86	110	88	40	19	3
jgi.p|Neosp1|707867	53	556	217	321	38	66	94	291	150	155	125	401	383	348	209	500	137	120
jgi.p|Neosp1|707876	957	1648	904	1951	1598	1881	637	2230	980	1699	1496	1448	1054	1509	1549	677	2788	4062
jgi.p|Neosp1|707879	38	40	20	43	46	81	35	87	31	68	51	28	37	50	80	20	32	13
jgi.p|Neosp1|707882	94	42	43	62	157	197	46	149	66	129	88	34	91	154	121	47	19	14
jgi.p|Neosp1|707890	696	1714	1318	2156	1737	2732	1046	3654	1453	2243	1823	840	1913	2398	2405	1578	2258	4557
jgi.p|Neosp1|707892	10691	20454	13004	16169	13649	18139	5886	19694	7383	12617	11875	6793	17373	17077	12616	13425	18352	21506
jgi.p|Neosp1|707900	64	75	58	87	139	236	70	227	74	147	172	104	117	160	135	65	114	256
jgi.p|Neosp1|707906	24	102	42	72	103	85	31	84	28	54	50	71	53	88	98	45	19	3
jgi.p|Neosp1|707908	24	58	36	86	75	69	26	81	44	57	28	83	84	71	59	37	12	10
jgi.p|Neosp1|707916	10	31	12	25	36	22	15	144	56	37	134	64	31	74	27	11	19	8
jgi.p|Neosp1|707922	154	194	115	222	259	242	133	544	206	261	287	315	151	269	344	111	140	66
jgi.p|Neosp1|707923	4	1	2	0	9	19	1	10	6	14	5	4	2	7	10	1	3	3
jgi.p|Neosp1|707927	0	2	0	4	1	0	13	24	17	36	20	7	69	46	37	4	1	0
jgi.p|Neosp1|707939	166	26	27	18	194	258	124	694	289	363	393	99	230	302	253	174	220	155
jgi.p|Neosp1|707947	152	203	135	192	257	297	114	370	112	242	192	142	136	232	246	99	101	39
jgi.p|Neosp1|707950	14	33	27	44	43	32	16	47	19	41	17	22	39	28	38	21	43	43
jgi.p|Neosp1|707951	2	2	1	2	4	8	2	6	3	2	2	4	7	1	0	4	0	0
jgi.p|Neosp1|707952	1	22	19	36	11	15	11	33	9	26	24	21	34	33	19	14	7	14
jgi.p|Neosp1|707953	75	172	82	135	186	231	49	159	56	140	85	85	104	152	148	50	16	8
jgi.p|Neosp1|707954	48	184	68	229	23	42	41	152	71	80	66	112	47	54	52	55	86	56
jgi.p|Neosp1|707955	317	121	62	94	438	645	139	607	222	353	383	169	292	350	472	114	480	172
jgi.p|Neosp1|707957	116	126	75	99	204	220	85	331	118	167	178	137	105	154	195	81	58	10
jgi.p|Neosp1|707960	1	9	2	6	7	20	12	98	31	59	60	13	100	64	55	35	0	0
jgi.p|Neosp1|707964	2	4	1	10	4	5	3	6	4	8	6	3	3	5	3	5	0	2
jgi.p|Neosp1|707971	54	791	472	728	419	585	148	453	129	237	256	460	369	513	315	240	251	330
jgi.p|Neosp1|707972	2	38	5	17	0	0	0	5	2	1	1	16	24	1	10	33	74	60
jgi.p|Neosp1|707973	0	13	1	3	0	0	1	0	0	0	0	3	38	1	1	60	83	66
jgi.p|Neosp1|707976	31	92	46	70	89	107	33	151	66	93	68	88	100	92	99	50	52	38
jgi.p|Neosp1|707980	1	19	2	10	5	3	4	10	4	12	16	7	60	27	11	5	2	6
jgi.p|Neosp1|707987	177	387	182	838	2763	878	21	134	46	14	34	528	35	159	199	50	122	177
jgi.p|Neosp1|708000	501	1139	506	734	732	1050	218	699	294	434	497	580	390	551	639	361	261	123
jgi.p|Neosp1|708002	39	101	54	129	105	115	31	121	32	77	70	52	72	83	86	77	27	31
jgi.p|Neosp1|708005	31	93	60	67	122	98	54	153	57	96	101	53	76	124	118	71	19	9
jgi.p|Neosp1|708006	126	150	68	111	238	300	87	320	160	173	219	88	179	278	277	143	121	47
jgi.p|Neosp1|708008	54	99	55	117	146	205	79	237	89	198	143	41	118	168	166	53	95	66
jgi.p|Neosp1|708013	3117	4847	5780	7426	13746	15488	7687	23261	7953	16555	13935	5068	12023	16004	19771	9371	3698	2026
jgi.p|Neosp1|708015	1	3	3	1	1	3	0	9	7	10	2	6	1	1	2	0	0	0
jgi.p|Neosp1|708016	6	149	93	168	128	186	87	464	166	233	243	116	162	133	147	71	3	6
jgi.p|Neosp1|708021	0	7	4	8	5	17	8	33	22	11	27	22	91	15	21	28	3	17
jgi.p|Neosp1|708028	97	235	132	196	360	331	70	190	99	177	144	51	382	304	204	189	18	22
jgi.p|Neosp1|708033	50	224	79	169	50	66	29	67	32	49	49	86	134	83	50	94	40	71
jgi.p|Neosp1|708034	275	858	300	768	600	541	141	810	358	431	490	337	300	535	331	205	105	40
jgi.p|Neosp1|708036	1365	3426	1833	3204	3562	3794	1736	5316	1847	3434	2810	2871	2362	3838	4011	1677	618	314
jgi.p|Neosp1|708037	113	294	155	267	61	131	40	132	55	53	78	201	290	127	70	317	275	669
jgi.p|Neosp1|708045	3050	10667	7163	12030	14025	12802	6857	20008	6875	10944	9416	7091	9161	10170	16421	4655	21902	34102
jgi.p|Neosp1|708054	15	75	34	76	50	58	30	64	21	58	56	141	70	109	97	50	23	8
jgi.p|Neosp1|708057	1	19	16	63	53	71	47	161	45	104	83	42	69	94	88	65	2	3
jgi.p|Neosp1|708061	2366	11166	5706	9115	8577	9406	4642	16301	6224	10102	8615	6645	7653	9894	8228	4907	892	460
jgi.p|Neosp1|708063	0	1	0	0	0	0	2	7	3	9	8	1	26	11	5	0	0	0
jgi.p|Neosp1|708064	157	20	12	15	0	0	1	30	11	12	36	22	14	16	9	9	1134	2703
jgi.p|Neosp1|708068	14	163	107	90	13	19	13	7	9	3	3	309	188	48	29	202	2	4
jgi.p|Neosp1|708071	11	17	26	18	54	50	17	34	10	23	25	3	15	25	38	18	11	7
jgi.p|Neosp1|708076	0	60	23	50	9	14	25	125	51	19	43	77	28	21	26	29	5	0
jgi.p|Neosp1|708078	7	7	11	12	25	45	6	30	23	40	24	22	29	24	30	14	3	1
jgi.p|Neosp1|708080	21	27	24	39	57	95	13	44	21	30	40	60	28	40	41	32	4	3
jgi.p|Neosp1|708089	10	52	46	77	35	74	8	62	28	30	29	19	53	60	48	55	7	6
jgi.p|Neosp1|708097	63	86	43	86	177	231	79	225	86	131	150	89	74	170	165	59	35	12
jgi.p|Neosp1|708105	95	80	93	194	179	204	50	212	146	205	98	53	79	182	217	130	36	55
jgi.p|Neosp1|708106	20	59	53	58	54	87	41	203	75	128	115	114	320	261	255	154	103	179
jgi.p|Neosp1|708108	0	0	1	0	5	4	6	17	6	9	6	2	20	15	4	1	4	12
jgi.p|Neosp1|708110	120	321	258	329	419	619	166	473	146	286	258	232	301	415	415	195	80	164
jgi.p|Neosp1|708117	13	120	131	129	167	231	170	290	105	308	171	261	473	493	506	446	46	41
jgi.p|Neosp1|708120	26	38	29	44	47	87	43	151	62	106	101	43	122	96	109	19	15	8
jgi.p|Neosp1|708123	0	6	2	6	2	2	12	41	23	29	34	14	107	62	23	6	4	2
jgi.p|Neosp1|708126	4375	7596	4777	6765	12346	16674	5158	14712	6160	10291	7844	2176	11468	14407	10558	12034	3680	2275
jgi.p|Neosp1|708135	25	26	20	25	57	97	17	83	24	33	38	19	46	37	49	18	16	13
jgi.p|Neosp1|708136	109	203	128	126	314	325	225	732	302	536	439	271	218	487	372	79	177	51
jgi.p|Neosp1|708146	20	74	36	65	74	134	36	121	51	68	65	81	72	84	99	55	41	28
jgi.p|Neosp1|708148	10	19	2	6	23	52	4	23	17	23	23	14	20	19	19	9	1	5
jgi.p|Neosp1|708152	22	553	265	463	119	231	125	517	229	226	271	452	388	235	172	244	8	5
jgi.p|Neosp1|708158	1004	4525	2303	3468	3955	4400	1803	5820	2159	3429	3180	2334	2652	3872	4115	2146	529	226
jgi.p|Neosp1|708160	10	45	22	24	26	21	10	14	8	19	5	5	10	17	11	15	20	16
jgi.p|Neosp1|708162	1687	3022	1549	2204	2828	3046	1066	3563	1308	2305	1955	1700	1745	2369	2650	1156	1218	500
jgi.p|Neosp1|708163	103	103	74	113	143	147	47	211	73	91	97	77	82	95	136	51	58	10
jgi.p|Neosp1|708169	15	9	15	18	34	30	6	43	10	26	21	14	26	24	18	11	42	52
jgi.p|Neosp1|708171	37	22	21	38	77	106	34	105	28	63	65	31	39	59	60	21	28	12
jgi.p|Neosp1|708178	575	955	580	942	1259	1151	408	1430	535	948	855	489	491	881	1069	307	240	76
jgi.p|Neosp1|708179	38	61	43	55	73	104	35	135	62	63	55	76	91	73	79	34	23	6
jgi.p|Neosp1|708189	3	3	8	11	7	7	3	7	5	6	8	1	1	10	7	0	1	0
jgi.p|Neosp1|708198	2546	1608	1694	2307	5211	5403	632	1698	702	2134	1119	733	2582	3911	1956	398	5309	6027
jgi.p|Neosp1|708203	254	674	479	719	1147	1519	427	1423	568	899	878	440	1613	1406	1011	848	646	479
jgi.p|Neosp1|708204	3	4	1	2	5	8	113	342	240	672	441	154	68	219	122	23	1	1
jgi.p|Neosp1|708206	16	254	154	153	1825	2136	4	32	16	28	11	11	80	277	35	8	1	6
jgi.p|Neosp1|708222	11851	24268	14629	18429	15938	21065	6503	20919	7454	13780	13145	8096	22201	19681	14681	16821	19187	21923
jgi.p|Neosp1|708224	38	139	65	100	152	212	82	293	97	195	181	151	216	174	164	119	27	15
jgi.p|Neosp1|708239	1	23	11	21	0	5	0	0	0	0	1	2	6	2	0	0	0	0
jgi.p|Neosp1|708244	73	122	68	117	175	326	63	278	93	151	146	101	180	193	250	116	43	13
jgi.p|Neosp1|708245	80	84	21	54	91	127	25	110	48	84	75	46	63	75	79	58	58	19
jgi.p|Neosp1|708249	34	163	89	183	195	269	76	271	73	174	158	55	145	182	146	99	24	16
jgi.p|Neosp1|708252	86	656	507	794	962	1325	940	3459	1277	1544	1838	810	1899	1631	1820	979	67	20
jgi.p|Neosp1|708254	0	0	0	0	0	0	0	1	1	2	0	0	4	3	1	1	1	0
jgi.p|Neosp1|708255	1	0	0	0	0	0	10	18	18	15	11	17	8	9	2	0	2	1
jgi.p|Neosp1|708259	0	0	0	0	0	0	2	0	3	0	2	0	0	0	3	0	0	1
jgi.p|Neosp1|708266	391	255	151	212	215	460	149	456	165	318	351	185	395	418	263	183	1142	1960
jgi.p|Neosp1|708267	1015	2495	1324	1999	1151	2050	651	1995	792	1377	1369	883	1688	2065	1759	872	7179	15746
jgi.p|Neosp1|708269	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	53	47
jgi.p|Neosp1|70827	16	82	21	40	65	67	13	48	24	28	46	36	58	63	55	34	17	5
jgi.p|Neosp1|708270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
jgi.p|Neosp1|708271	28	85	58	98	143	170	41	125	38	67	80	46	80	98	141	62	15	11
jgi.p|Neosp1|708274	25	105	48	108	50	80	20	65	23	32	52	38	76	71	78	75	10	4
jgi.p|Neosp1|708276	7	5	14	13	13	21	10	9	4	14	10	0	8	7	10	7	3	2
jgi.p|Neosp1|708277	1922	25660	12617	23222	13405	15374	6384	19655	7137	13334	9770	9927	17888	14851	14034	16062	1510	831
jgi.p|Neosp1|708278	355	1759	1205	2010	1547	2417	895	3256	1100	2293	1855	859	2486	2548	1618	1507	408	173
jgi.p|Neosp1|708279	37	278	179	225	124	224	53	138	60	90	95	82	88	135	90	87	30	45
jgi.p|Neosp1|708288	0	2	0	0	0	5	3	5	2	8	4	10	14	14	1	1	1	0
jgi.p|Neosp1|708290	89	166	67	110	158	225	57	223	95	175	153	92	138	156	154	141	31	10
jgi.p|Neosp1|708300	98	93	25	77	189	189	52	165	75	98	86	78	87	88	110	49	20	6
jgi.p|Neosp1|708302	183	174	114	160	282	426	120	380	153	309	224	131	169	259	279	135	102	51
jgi.p|Neosp1|708303	14	11	22	10	68	91	16	12	13	8	15	54	25	34	57	37	10	4
jgi.p|Neosp1|708304	60	172	124	183	155	288	95	350	129	179	204	179	282	230	194	172	43	49
jgi.p|Neosp1|708306	42	7	4	3	3	0	0	1	0	0	1	14	34	8	4	35	200	436
jgi.p|Neosp1|708308	0	8	3	6	2	2	12	21	11	32	12	7	43	27	12	8	3	4
jgi.p|Neosp1|708312	258	291	216	279	509	798	190	576	263	428	331	331	371	576	633	261	1053	1261
jgi.p|Neosp1|708318	66	63	35	54	63	86	17	64	29	53	43	110	53	59	71	50	97	86
jgi.p|Neosp1|708319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|708320	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|708341	24	8	12	19	27	59	7	33	13	12	35	10	19	18	29	9	26	11
jgi.p|Neosp1|708344	802	220	254	272	1112	1254	467	1449	554	1030	1019	391	515	876	1092	326	677	271
jgi.p|Neosp1|708347	54	82	91	146	186	197	49	129	91	155	112	47	67	115	143	50	28	14
jgi.p|Neosp1|708349	6	129	29	31	1	2	0	12	2	2	0	178	13	3	1	9	64	32
jgi.p|Neosp1|708350	245	192	110	178	236	392	110	349	141	213	210	140	178	228	293	139	1013	1233
jgi.p|Neosp1|708358	125	294	159	270	308	317	198	434	171	315	255	250	260	386	342	196	100	67
jgi.p|Neosp1|708361	259	392	261	362	546	732	230	873	320	466	573	514	355	656	715	256	388	601
jgi.p|Neosp1|708362	24	13	13	25	33	49	10	52	36	41	35	19	31	27	47	26	9	9
jgi.p|Neosp1|708373	0	1	1	2	0	2	8	9	8	8	3	1	33	20	9	15	0	0
jgi.p|Neosp1|708376	335	395	287	398	724	1028	283	927	380	611	612	177	697	847	815	377	204	101
jgi.p|Neosp1|708386	187	129	54	81	132	204	61	210	63	99	120	102	115	137	170	80	786	1455
jgi.p|Neosp1|708387	9	10	5	18	1	3	1	2	7	10	5	1	25	11	6	2	4	4
jgi.p|Neosp1|708392	7	2	2	2	5	7	8	47	29	34	31	11	50	33	19	8	0	0
jgi.p|Neosp1|708397	77	68	57	109	102	229	6	55	21	19	22	1	16	21	19	14	0	0
jgi.p|Neosp1|708398	16	18	12	13	27	49	1	13	5	6	3	4	7	2	4	5	0	0
jgi.p|Neosp1|708406	18	56	35	55	68	57	14	33	18	26	42	57	19	64	50	26	6	1
jgi.p|Neosp1|708408	17	14	12	34	35	41	598	1893	403	937	809	548	954	525	877	896	54	52
jgi.p|Neosp1|708418	40	71	28	57	98	119	48	94	52	72	89	52	66	90	100	48	12	4
jgi.p|Neosp1|708419	79	159	89	162	181	230	34	150	59	79	69	88	87	162	175	94	22	23
jgi.p|Neosp1|708422	5	11	3	5	8	11	37	112	37	117	57	43	298	119	59	7	5	9
jgi.p|Neosp1|708425	16	21	9	7	15	27	6	14	4	14	8	8	12	17	11	8	8	13
jgi.p|Neosp1|708429	60	43	34	48	75	100	17	79	28	62	42	62	43	35	75	44	34	12
jgi.p|Neosp1|708430	140	31	24	24	34	26	14	57	22	35	23	27	44	138	55	18	1485	1556
jgi.p|Neosp1|708431	3	30	19	29	16	16	4	10	2	4	7	5	10	11	5	11	16	13
jgi.p|Neosp1|708432	4	6	3	3	1	1	0	8	9	4	3	20	1	3	12	2	1	1
jgi.p|Neosp1|708441	523	2328	1333	2291	2338	3167	1013	3714	1392	2552	2162	2003	2217	3245	2132	1951	678	1132
jgi.p|Neosp1|708443	11	46	31	58	13	14	6	36	5	12	10	43	59	14	14	11	1	0
jgi.p|Neosp1|708444	1	7	6	12	1	5	2	18	13	34	11	6	76	29	20	3	3	1
jgi.p|Neosp1|708445	1258	6982	2973	5115	3774	2540	2338	12845	4436	4400	6870	5913	1671	2499	5864	1102	987	352
jgi.p|Neosp1|708448	8	51	29	49	71	74	31	70	28	71	59	24	71	61	56	56	10	3
jgi.p|Neosp1|708449	0	412	180	378	50	86	94	417	115	177	171	237	217	168	207	364	27	43
jgi.p|Neosp1|708450	50	1459	708	1713	879	1241	895	3807	1279	1884	1720	1428	1265	1983	1898	954	69	39
jgi.p|Neosp1|708451	19	122	78	122	91	182	81	207	71	152	122	85	162	127	65	104	145	35
jgi.p|Neosp1|708470	64	32	30	72	104	165	29	149	56	88	85	48	38	69	77	38	33	6
jgi.p|Neosp1|708471	13	176	150	198	82	125	48	260	117	137	163	72	201	210	133	136	6	12
jgi.p|Neosp1|708473	3	101	48	59	45	97	72	265	70	162	143	102	222	202	132	77	51	62
jgi.p|Neosp1|708474	1	19	4	12	0	0	1	4	0	0	1	39	1	2	1	21	0	0
jgi.p|Neosp1|708475	44	249	170	258	193	278	116	550	189	324	253	252	361	381	292	199	15	9
jgi.p|Neosp1|708477	95	98	73	106	133	209	57	184	51	124	130	129	107	138	152	108	53	29
jgi.p|Neosp1|70848	13	7	2	6	4	7	7	17	13	16	11	6	26	14	15	6	3	8
jgi.p|Neosp1|708483	1104	2413	1311	2007	2064	2236	912	3332	1237	1987	1938	1356	1836	2419	2337	1199	1712	2163
jgi.p|Neosp1|708491	52	76	35	42	67	108	42	114	38	71	43	88	126	107	74	49	19	10
jgi.p|Neosp1|708495	45	2	4	3	31	32	2	25	7	18	11	5	10	16	18	0	47	25
jgi.p|Neosp1|708496	150	9	12	6	109	157	11	124	27	54	84	9	43	95	68	9	240	149
jgi.p|Neosp1|708501	5	7	5	6	13	7	8	30	17	30	11	422	5	22	14	6	5	0
jgi.p|Neosp1|708506	101	352	307	356	372	605	184	552	200	450	252	321	511	532	496	393	487	1064
jgi.p|Neosp1|708510	119	186	80	129	242	366	67	194	92	181	136	98	154	190	196	137	131	86
jgi.p|Neosp1|708518	43	69	33	73	73	95	33	111	50	68	76	48	42	73	83	32	42	24
jgi.p|Neosp1|708536	91	201	358	357	2394	2543	140	305	136	342	179	302	284	901	385	107	85	16
jgi.p|Neosp1|708537	4	90	60	56	42	81	8	40	22	24	33	36	54	66	42	88	21	4
jgi.p|Neosp1|708544	0	62	31	56	0	2	0	2	0	0	2	10	4	3	1	16	4	5
jgi.p|Neosp1|708549	440	13779	8178	14601	11551	15046	6267	20642	7247	10876	11603	6434	11276	17316	17734	8158	939	306
jgi.p|Neosp1|708553	241	250	164	301	261	486	140	495	178	304	308	201	295	368	343	199	1005	2413
jgi.p|Neosp1|708565	226	304	189	248	495	499	221	809	319	470	442	227	307	504	450	166	144	51
jgi.p|Neosp1|708573	82	164	140	173	247	450	79	282	104	168	170	180	206	256	216	110	33	20
jgi.p|Neosp1|708574	894	2453	1482	2179	2687	3530	1294	3803	1394	2489	2383	957	2565	2842	2782	1651	378	156
jgi.p|Neosp1|708575	90	128	85	168	276	310	151	502	178	265	296	341	168	367	442	97	74	93
jgi.p|Neosp1|708577	2	496	158	359	1	0	0	5	1	1	3	20	17	5	3	17	1	33
jgi.p|Neosp1|708578	2	406	124	265	1	5	0	5	1	0	0	9	14	1	2	17	5	77
jgi.p|Neosp1|708579	0	6	16	12	0	1	0	18	1	3	2	23	22	11	2	27	24	10
jgi.p|Neosp1|708584	2524	2723	1846	3063	5723	5828	2246	7816	2999	4643	4364	2235	2791	5091	5186	1833	2059	685
jgi.p|Neosp1|708587	0	5	5	15	0	7	2	13	8	4	12	32	20	9	6	16	1	0
jgi.p|Neosp1|708588	1	2	1	0	1	2	0	5	3	4	3	9	0	5	3	0	3	3
jgi.p|Neosp1|708594	160	104	47	98	385	417	83	348	95	191	232	94	100	187	300	51	259	141
jgi.p|Neosp1|708612	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|708613	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
jgi.p|Neosp1|708614	0	0	2	3	0	5	6	23	19	11	12	9	46	57	33	21	0	0
