#proteinId	gotermId	goName	gotermType	goAcc
21001	3878	spliceosome	cellular_component	GO:0005681
389250	2290	catalytic activity	molecular_function	GO:0003824
389250	3708	binding	molecular_function	GO:0005488
389250	5830	metabolic process	biological_process	GO:0008152
389250	2760	glutamate dehydrogenase (NADP+) activity	molecular_function	GO:0004354
389271	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
389271	4143	carbohydrate metabolic process	biological_process	GO:0005975
389289	3727	protein binding	molecular_function	GO:0005515
389289	5239	cell communication	biological_process	GO:0007154
389289	17271	phosphoinositide binding	molecular_function	GO:0035091
389290	6667	biosynthetic process	biological_process	GO:0009058
389290	3736	ATP binding	molecular_function	GO:0005524
389290	10082	ATPase activity	molecular_function	GO:0016887
389290	4927	transport	biological_process	GO:0006810
389290	9321	integral to membrane	cellular_component	GO:0016021
389290	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
389292	3112	riboflavin synthase activity	molecular_function	GO:0004746
389292	6836	riboflavin biosynthetic process	biological_process	GO:0009231
389292	6946	riboflavin synthase complex	cellular_component	GO:0009349
389299	2815	hydroxyethylthiazole kinase activity	molecular_function	GO:0004417
389299	6833	thiamin biosynthetic process	biological_process	GO:0009228
389299	3149	thiamin-phosphate diphosphorylase activity	molecular_function	GO:0004789
389320	2706	threonine endopeptidase activity	molecular_function	GO:0004298
389320	4024	proteasome core complex	cellular_component	GO:0005839
389320	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
389320	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
389420	2290	catalytic activity	molecular_function	GO:0003824
389420	5830	metabolic process	biological_process	GO:0008152
389420	3930	cytoplasm	cellular_component	GO:0005737
389420	4174	glucose metabolic process	biological_process	GO:0006006
389420	6478	formate C-acetyltransferase activity	molecular_function	GO:0008861
389434	9578	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
389434	20924	phosphatidylinositol metabolic process	biological_process	GO:0046488
389434	9579	1-phosphatidylinositol-4-phosphate 5-kinase activity	molecular_function	GO:0016308
389437	3546	transporter activity	molecular_function	GO:0005215
389437	3708	binding	molecular_function	GO:0005488
389437	4927	transport	biological_process	GO:0006810
389437	3727	protein binding	molecular_function	GO:0005515
389437	9366	RNA metabolic process	biological_process	GO:0016070
389437	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
389437	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
389437	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
389437	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
389437	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
389441	4639	proteolysis	biological_process	GO:0006508
389441	5907	metalloexopeptidase activity	molecular_function	GO:0008235
389469	3727	protein binding	molecular_function	GO:0005515
389496	3225	serine-type endopeptidase inhibitor activity	molecular_function	GO:0004867
389496	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
389496	4143	carbohydrate metabolic process	biological_process	GO:0005975
389498	3225	serine-type endopeptidase inhibitor activity	molecular_function	GO:0004867
389498	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
389498	4143	carbohydrate metabolic process	biological_process	GO:0005975
389504	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
389504	4143	carbohydrate metabolic process	biological_process	GO:0005975
389617	3736	ATP binding	molecular_function	GO:0005524
389617	10082	ATPase activity	molecular_function	GO:0016887
389617	162	nucleotide binding	molecular_function	GO:0000166
389617	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
389633	2227	structural constituent of ribosome	molecular_function	GO:0003735
389633	3827	intracellular	cellular_component	GO:0005622
389633	4025	ribosome	cellular_component	GO:0005840
389633	4556	translation	biological_process	GO:0006412
389646	4591	protein folding	biological_process	GO:0006457
389646	9551	prefoldin complex	cellular_component	GO:0016272
389646	24336	unfolded protein binding	molecular_function	GO:0051082
389657	9298	proton transport	biological_process	GO:0015992
389657	9320	membrane	cellular_component	GO:0016020
389657	2390	hydrogen-transporting two-sector ATPase activity	molecular_function	GO:0003936
389657	19729	proton-transporting ATP synthase complex	cellular_component	GO:0045259
389657	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
389657	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
389665	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
389665	4143	carbohydrate metabolic process	biological_process	GO:0005975
389665	2290	catalytic activity	molecular_function	GO:0003824
389665	6429	cellulase activity	molecular_function	GO:0008810
389670	2227	structural constituent of ribosome	molecular_function	GO:0003735
389670	3827	intracellular	cellular_component	GO:0005622
389670	4025	ribosome	cellular_component	GO:0005840
389670	4556	translation	biological_process	GO:0006412
389670	2216	RNA binding	molecular_function	GO:0003723
389684	2175	nucleic acid binding	molecular_function	GO:0003676
389684	3736	ATP binding	molecular_function	GO:0005524
389684	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
389684	2792	helicase activity	molecular_function	GO:0004386
389684	2216	RNA binding	molecular_function	GO:0003723
389684	3838	nucleus	cellular_component	GO:0005634
389684	10013	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
389684	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
389684	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
389684	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
389684	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
389684	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
389684	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
389684	9684	pyrophosphatase activity	molecular_function	GO:0016462
389684	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
389684	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
389684	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
389696	5747	chitin binding	molecular_function	GO:0008061
389696	3727	protein binding	molecular_function	GO:0005515
389708	3724	calcium ion binding	molecular_function	GO:0005509
389728	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
389728	4143	carbohydrate metabolic process	biological_process	GO:0005975
389729	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
389729	4143	carbohydrate metabolic process	biological_process	GO:0005975
389754	2246	actin binding	molecular_function	GO:0003779
389754	3827	intracellular	cellular_component	GO:0005622
389796	3737	GTP binding	molecular_function	GO:0005525
389796	3827	intracellular	cellular_component	GO:0005622
389810	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
389810	6276	carbohydrate transport	biological_process	GO:0008643
389810	9320	membrane	cellular_component	GO:0016020
389810	3546	transporter activity	molecular_function	GO:0005215
389810	4927	transport	biological_process	GO:0006810
389810	9321	integral to membrane	cellular_component	GO:0016021
389810	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
389827	5747	chitin binding	molecular_function	GO:0008061
389827	2175	nucleic acid binding	molecular_function	GO:0003676
389827	3827	intracellular	cellular_component	GO:0005622
389827	5939	zinc ion binding	molecular_function	GO:0008270
389829	2290	catalytic activity	molecular_function	GO:0003824
389829	5830	metabolic process	biological_process	GO:0008152
389829	9491	4-coumarate-CoA ligase activity	molecular_function	GO:0016207
389840	2176	DNA binding	molecular_function	GO:0003677
389840	3827	intracellular	cellular_component	GO:0005622
389840	3736	ATP binding	molecular_function	GO:0005524
389840	10082	ATPase activity	molecular_function	GO:0016887
389840	3708	binding	molecular_function	GO:0005488
389918	2796	hexokinase activity	molecular_function	GO:0004396
389918	3736	ATP binding	molecular_function	GO:0005524
389918	4261	glycolysis	biological_process	GO:0006096
389962	3432	GTPase activator activity	molecular_function	GO:0005096
389962	3827	intracellular	cellular_component	GO:0005622
389962	24310	regulation of small GTPase mediated signal transduction	biological_process	GO:0051056
389962	5054	defense response	biological_process	GO:0006952
389962	3708	binding	molecular_function	GO:0005488
389962	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
389962	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
389962	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
389962	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
389962	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
389999	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
389999	4143	carbohydrate metabolic process	biological_process	GO:0005975
389999	2290	catalytic activity	molecular_function	GO:0003824
389999	6429	cellulase activity	molecular_function	GO:0008810
390021	2290	catalytic activity	molecular_function	GO:0003824
390021	5830	metabolic process	biological_process	GO:0008152
390021	3930	cytoplasm	cellular_component	GO:0005737
390021	4174	glucose metabolic process	biological_process	GO:0006006
390021	6478	formate C-acetyltransferase activity	molecular_function	GO:0008861
390021	4143	carbohydrate metabolic process	biological_process	GO:0005975
390032	3091	protein tyrosine phosphatase activity	molecular_function	GO:0004725
390032	4604	protein amino acid dephosphorylation	biological_process	GO:0006470
390032	2441	acid phosphatase activity	molecular_function	GO:0003993
390032	3092	non-membrane spanning protein tyrosine phosphatase activity	molecular_function	GO:0004726
390032	3930	cytoplasm	cellular_component	GO:0005737
390058	22441	cofactor binding	molecular_function	GO:0048037
390058	5830	metabolic process	biological_process	GO:0008152
390058	2290	catalytic activity	molecular_function	GO:0003824
390083	2175	nucleic acid binding	molecular_function	GO:0003676
390121	2290	catalytic activity	molecular_function	GO:0003824
390121	2918	phosphodiesterase I activity	molecular_function	GO:0004528
390125	2216	RNA binding	molecular_function	GO:0003723
390125	171	3'-5'-exoribonuclease activity	molecular_function	GO:0000175
390125	2924	5'-3' exoribonuclease activity	molecular_function	GO:0004534
390127	3101	pyrroline-5-carboxylate reductase activity	molecular_function	GO:0004735
390127	4691	proline biosynthetic process	biological_process	GO:0006561
390127	4283	electron transport	biological_process	GO:0006118
390127	2290	catalytic activity	molecular_function	GO:0003824
390127	3708	binding	molecular_function	GO:0005488
390127	5830	metabolic process	biological_process	GO:0008152
390131	3736	ATP binding	molecular_function	GO:0005524
390131	10082	ATPase activity	molecular_function	GO:0016887
390131	162	nucleotide binding	molecular_function	GO:0000166
390131	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
390184	8400	protein transport	biological_process	GO:0015031
390208	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
390208	4143	carbohydrate metabolic process	biological_process	GO:0005975
390208	6082	beta-glucosidase activity	molecular_function	GO:0008422
390260	3838	nucleus	cellular_component	GO:0005634
390260	3846	nuclear pore	cellular_component	GO:0005643
390260	3930	cytoplasm	cellular_component	GO:0005737
390260	4735	protein import into nucleus	biological_process	GO:0006606
390260	4994	intracellular protein transport	biological_process	GO:0006886
390260	6212	protein transporter activity	molecular_function	GO:0008565
390260	3708	binding	molecular_function	GO:0005488
390268	3043	protein kinase activity	molecular_function	GO:0004672
390268	3736	ATP binding	molecular_function	GO:0005524
390268	4602	protein amino acid phosphorylation	biological_process	GO:0006468
390268	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
390268	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
390268	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
390268	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
390268	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
390268	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
390268	3050	casein kinase activity	molecular_function	GO:0004680
390268	3051	casein kinase I activity	molecular_function	GO:0004681
390268	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
390268	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
390268	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
390268	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
390268	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
390268	3067	atypical protein kinase C activity	molecular_function	GO:0004700
390268	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
390268	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
390268	3071	JUN kinase activity	molecular_function	GO:0004705
390268	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
390268	3074	MAP kinase kinase activity	molecular_function	GO:0004708
390268	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
390268	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
390268	3084	Janus kinase activity	molecular_function	GO:0004718
390268	6004	MAP kinase 1 activity	molecular_function	GO:0008338
390268	6005	MP kinase activity	molecular_function	GO:0008339
390268	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
390268	6196	JUN kinase kinase activity	molecular_function	GO:0008545
390268	10102	MAP kinase 2 activity	molecular_function	GO:0016908
390268	10103	SAP kinase activity	molecular_function	GO:0016909
390268	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
390268	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
390268	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
390305	3736	ATP binding	molecular_function	GO:0005524
390305	4927	transport	biological_process	GO:0006810
390305	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
390305	9320	membrane	cellular_component	GO:0016020
390305	2290	catalytic activity	molecular_function	GO:0003824
390305	5830	metabolic process	biological_process	GO:0008152
390305	281	magnesium ion binding	molecular_function	GO:0000287
390305	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
390305	9220	phospholipid transport	biological_process	GO:0015914
390305	9321	integral to membrane	cellular_component	GO:0016021
390323	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
390323	4143	carbohydrate metabolic process	biological_process	GO:0005975
390352	3736	ATP binding	molecular_function	GO:0005524
390352	10082	ATPase activity	molecular_function	GO:0016887
390352	162	nucleotide binding	molecular_function	GO:0000166
390352	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
390382	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
390382	4143	carbohydrate metabolic process	biological_process	GO:0005975
390382	2290	catalytic activity	molecular_function	GO:0003824
390382	18659	cation binding	molecular_function	GO:0043169
390382	2310	1,4-alpha-glucan branching enzyme activity	molecular_function	GO:0003844
390389	2216	RNA binding	molecular_function	GO:0003723
390389	3727	protein binding	molecular_function	GO:0005515
390389	3838	nucleus	cellular_component	GO:0005634
390389	17778	ribosome assembly	biological_process	GO:0042255
390415	3736	ATP binding	molecular_function	GO:0005524
390415	4927	transport	biological_process	GO:0006810
390415	9321	integral to membrane	cellular_component	GO:0016021
390415	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
390415	10082	ATPase activity	molecular_function	GO:0016887
390415	162	nucleotide binding	molecular_function	GO:0000166
390415	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
390422	2175	nucleic acid binding	molecular_function	GO:0003676
390422	3736	ATP binding	molecular_function	GO:0005524
390422	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
390422	2792	helicase activity	molecular_function	GO:0004386
390422	611	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
390422	3147	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
390422	6073	8-oxo-7,8-dihydroguanine triphosphatase activity	molecular_function	GO:0008413
390422	6379	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
390422	6416	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
390422	6447	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
390422	9684	pyrophosphatase activity	molecular_function	GO:0016462
390422	11455	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
390422	11456	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
390422	18631	ATP-dependent 5'-3' DNA helicase activity	molecular_function	GO:0043141
390434	4598	protein modification process	biological_process	GO:0006464
390434	2290	catalytic activity	molecular_function	GO:0003824
390434	2519	biotin-[acetyl-CoA-carboxylase] ligase activity	molecular_function	GO:0004077
390444	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
390444	4143	carbohydrate metabolic process	biological_process	GO:0005975
390450	2863	malic enzyme activity	molecular_function	GO:0004470
390450	4273	malate metabolic process	biological_process	GO:0006108
390450	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
390450	24535	NAD binding	molecular_function	GO:0051287
390450	2290	catalytic activity	molecular_function	GO:0003824
390450	3708	binding	molecular_function	GO:0005488
390450	5830	metabolic process	biological_process	GO:0008152
390450	2865	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+) activity	molecular_function	GO:0004473
390497	3736	ATP binding	molecular_function	GO:0005524
390497	4936	anion transport	biological_process	GO:0006820
390497	9320	membrane	cellular_component	GO:0016020
390497	8786	arsenite transmembrane-transporting ATPase activity	molecular_function	GO:0015446
390497	18460	antimonite-transporting ATPase activity	molecular_function	GO:0042961
390552	2290	catalytic activity	molecular_function	GO:0003824
390552	5830	metabolic process	biological_process	GO:0008152
390552	3136	succinate-CoA ligase (ADP-forming) activity	molecular_function	GO:0004775
390552	6958	succinate-CoA ligase complex (ADP-forming)	cellular_component	GO:0009361
390552	18213	succinate-CoA ligase complex	cellular_component	GO:0042709
390560	3043	protein kinase activity	molecular_function	GO:0004672
390560	3736	ATP binding	molecular_function	GO:0005524
390560	4602	protein amino acid phosphorylation	biological_process	GO:0006468
390560	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
390560	3079	protein-tyrosine kinase activity	molecular_function	GO:0004713
390560	3058	cAMP-dependent protein kinase activity	molecular_function	GO:0004691
390560	4123	cAMP-dependent protein kinase complex	cellular_component	GO:0005952
390571	3827	intracellular	cellular_component	GO:0005622
390591	2614	ATP-dependent peptidase activity	molecular_function	GO:0004176
390591	2682	serine-type endopeptidase activity	molecular_function	GO:0004252
390591	4639	proteolysis	biological_process	GO:0006508
390591	4641	ATP-dependent proteolysis	biological_process	GO:0006510
390591	162	nucleotide binding	molecular_function	GO:0000166
390591	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
390591	3736	ATP binding	molecular_function	GO:0005524
390591	2700	subtilase activity	molecular_function	GO:0004289
390591	5812	pancreatic elastase activity	molecular_function	GO:0008132
390591	5915	plasminogen activator activity	molecular_function	GO:0008243
390591	6602	serine-type signal peptidase activity	molecular_function	GO:0008991
390591	10004	proprotein convertase activity	molecular_function	GO:0016808
390605	3727	protein binding	molecular_function	GO:0005515
390605	4595	protein complex assembly	biological_process	GO:0006461
390605	4994	intracellular protein transport	biological_process	GO:0006886
390605	9480	vesicle-mediated transport	biological_process	GO:0016192
390605	13011	membrane coat	cellular_component	GO:0030117
390605	6212	protein transporter activity	molecular_function	GO:0008565
390605	3530	structural molecule activity	molecular_function	GO:0005198
390605	13020	COPI vesicle coat	cellular_component	GO:0030126
390605	3708	binding	molecular_function	GO:0005488
390613	5830	metabolic process	biological_process	GO:0008152
390613	9985	hydrolase activity	molecular_function	GO:0016787
390613	2290	catalytic activity	molecular_function	GO:0003824
390618	5830	metabolic process	biological_process	GO:0008152
390618	9985	hydrolase activity	molecular_function	GO:0016787
390618	2290	catalytic activity	molecular_function	GO:0003824
390618	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
390618	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
390618	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
390618	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
390618	3050	casein kinase activity	molecular_function	GO:0004680
390618	3051	casein kinase I activity	molecular_function	GO:0004681
390618	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
390618	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
390618	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
390618	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
390618	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
390618	3067	atypical protein kinase C activity	molecular_function	GO:0004700
390618	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
390618	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
390618	3071	JUN kinase activity	molecular_function	GO:0004705
390618	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
390618	3074	MAP kinase kinase activity	molecular_function	GO:0004708
390618	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
390618	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
390618	3084	Janus kinase activity	molecular_function	GO:0004718
390618	6004	MAP kinase 1 activity	molecular_function	GO:0008338
390618	6005	MP kinase activity	molecular_function	GO:0008339
390618	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
390618	6196	JUN kinase kinase activity	molecular_function	GO:0008545
390618	10102	MAP kinase 2 activity	molecular_function	GO:0016908
390618	10103	SAP kinase activity	molecular_function	GO:0016909
390618	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
390618	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
390618	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
390621	5830	metabolic process	biological_process	GO:0008152
390621	9985	hydrolase activity	molecular_function	GO:0016787
390621	2290	catalytic activity	molecular_function	GO:0003824
390624	3736	ATP binding	molecular_function	GO:0005524
390624	10082	ATPase activity	molecular_function	GO:0016887
390624	162	nucleotide binding	molecular_function	GO:0000166
390624	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
390624	4927	transport	biological_process	GO:0006810
390624	9321	integral to membrane	cellular_component	GO:0016021
390624	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
390626	3736	ATP binding	molecular_function	GO:0005524
390649	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
390649	3782	extracellular region	cellular_component	GO:0005576
390649	4143	carbohydrate metabolic process	biological_process	GO:0005975
390649	13137	cellulose binding	molecular_function	GO:0030248
390649	2745	glucan 1,4-alpha-glucosidase activity	molecular_function	GO:0004339
390686	2216	RNA binding	molecular_function	GO:0003723
390686	3838	nucleus	cellular_component	GO:0005634
390686	4513	rRNA processing	biological_process	GO:0006364
390703	2175	nucleic acid binding	molecular_function	GO:0003676
390703	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
390703	2975	cyclophilin	molecular_function	GO:0004600
390703	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
390703	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
390705	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
390705	4143	carbohydrate metabolic process	biological_process	GO:0005975
390705	2290	catalytic activity	molecular_function	GO:0003824
390710	3708	binding	molecular_function	GO:0005488
390710	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
390710	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
390710	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
390710	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
390710	6080	CTD phosphatase activity	molecular_function	GO:0008420
390710	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
390710	10186	myosin phosphatase activity	molecular_function	GO:0017018
390710	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
390710	10190	myosin phosphatase complex	cellular_component	GO:0017023
390761	5830	metabolic process	biological_process	GO:0008152
390761	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
390761	21464	homoisocitrate dehydrogenase activity	molecular_function	GO:0047046
390765	3727	protein binding	molecular_function	GO:0005515
390765	5939	zinc ion binding	molecular_function	GO:0008270
390765	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
390765	4643	ubiquitin cycle	biological_process	GO:0006512
390765	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
390765	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
390765	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
390765	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
390805	2227	structural constituent of ribosome	molecular_function	GO:0003735
390805	3827	intracellular	cellular_component	GO:0005622
390805	4025	ribosome	cellular_component	GO:0005840
390805	4556	translation	biological_process	GO:0006412
390809	17779	mature ribosome assembly	biological_process	GO:0042256
390809	18520	ribosome binding	molecular_function	GO:0043022
390845	2176	DNA binding	molecular_function	GO:0003677
390845	3736	ATP binding	molecular_function	GO:0005524
390845	4429	DNA replication initiation	biological_process	GO:0006270
390845	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
390845	3838	nucleus	cellular_component	GO:0005634
390845	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
390845	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
390845	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
390845	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
390845	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
390845	10082	ATPase activity	molecular_function	GO:0016887
390845	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
390845	18132	ATPase activity, coupled	molecular_function	GO:0042623
390845	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
390845	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
390845	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
390857	2175	nucleic acid binding	molecular_function	GO:0003676
390877	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
390877	4143	carbohydrate metabolic process	biological_process	GO:0005975
390877	2290	catalytic activity	molecular_function	GO:0003824
390877	13135	carbohydrate binding	molecular_function	GO:0030246
390877	6429	cellulase activity	molecular_function	GO:0008810
390895	162	nucleotide binding	molecular_function	GO:0000166
390895	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
390895	3736	ATP binding	molecular_function	GO:0005524
390906	3724	calcium ion binding	molecular_function	GO:0005509
390906	162	nucleotide binding	molecular_function	GO:0000166
390906	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
390906	2244	microtubule motor activity	molecular_function	GO:0003777
390906	5113	microtubule-based movement	biological_process	GO:0007018
390906	13175	dynein complex	cellular_component	GO:0030286
390906	3736	ATP binding	molecular_function	GO:0005524
390906	10082	ATPase activity	molecular_function	GO:0016887
390906	6214	dynein ATPase activity	molecular_function	GO:0008567
390911	5830	metabolic process	biological_process	GO:0008152
390911	5846	methyltransferase activity	molecular_function	GO:0008168
390947	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
390947	4143	carbohydrate metabolic process	biological_process	GO:0005975
390974	4143	carbohydrate metabolic process	biological_process	GO:0005975
390974	2290	catalytic activity	molecular_function	GO:0003824
390974	5830	metabolic process	biological_process	GO:0008152
390974	6667	biosynthetic process	biological_process	GO:0009058
390974	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
390974	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
